2025,2024,Institution,Country / Territory,Academic,AR rank,Employer,ER Rank,Citations,CPP Rank,H,H Rank,IRN,IRN Rank,Score
201-250,201-250,Universidade Federal do Rio de Janeiro,Brazil,61.0,101+,67.9,101+,60.0,101+,57.2,101+,,,
201-250,201-250,Università di Padova,Italy,62.1,101+,54.6,101+,72.2,101+,71.5,101+,,,
201-250,251-300,Universitat de Valencia,Spain,62.8,101+,55.4,101+,64.4,101+,72.7,101+,,,
201-250,201-250,Université de Strasbourg,France,67.8,101+,52.6,101+,73.1,101+,66.2,101+,,,
201-250,201-250,Universiti Kebangsaan Malaysia (UKM),Malaysia,62.3,101+,59.6,101+,71.1,101+,61.2,101+,,,
201-250,201-250,University of Antwerp,Belgium,62.9,101+,50.4,101+,77.7,101+,76.8,101+,,,
201-250,251-300,"University of California, San Diego (UCSD)",United States of America,52.8,101+,67.0,101+,84.3,29=,76.8,101+,,,
201-250,201-250,University of Cologne,Germany,64.1,101+,49.4,101+,75.5,101+,71.5,101+,,,
201-250,201-250,University of Delhi,India,63.6,101+,65.6,101+,70.0,101+,57.2,101+,,,
201-250,251-300,University of Florence,Italy,67.3,101+,52.9,101+,66.4,101+,63.0,101+,,,
201-250,251-300,University of Florida,United States of America,52.0,101+,63.2,101+,81.1,84=,87.4,54=,,,
201-250,151-200,University of Illinois at Urbana-Champaign,United States of America,55.2,101+,67.3,101+,76.5,101+,75.9,101+,,,
201-250,151-200,University of Liverpool,United Kingdom,54.5,101+,64.2,101+,80.7,99=,86.2,60=,,,
201-250,151-200,University of Pretoria,South Africa,60.3,101+,61.1,101+,73.1,101+,75.9,101+,,,
201-250,251-300,University of Reading,United Kingdom,54.9,101+,66.7,101+,73.7,101+,69.0,101+,,,
201-250,201-250,University of St Andrews,United Kingdom,55.1,101+,67.0,101+,76.9,101+,71.5,101+,,,
201-250,151-200,University of Wollongong,Australia,52.8,101+,61.9,101+,85.7,16=,84.9,71=,,,
201-250,151-200,Uppsala University,Sweden,63.2,101+,56.5,101+,72.5,101+,71.5,101+,,,
201-250,201-250,Vrije Universiteit Brussel (VUB),Belgium,59.3,101+,53.9,101+,81.1,84=,79.5,101+,,,
