2025,2024,Institution,Country / Territory,Academic,AR rank,Employer,ER Rank,Citations,CPP Rank,H,H Rank,IRN,IRN Rank,Score
251-300,151-200,"Birkbeck, University of London",United Kingdom,58.1,101+,42.3,101+,84.8,101+,75.9,101+,53.6,101+,
251-300,,Case Western Reserve University,United States of America,56.4,101+,54.8,101+,81.7,101+,75.9,101+,30.2,101+,
251-300,301-330,Concordia University,Canada,53.0,101+,53.4,101+,82.8,101+,74.5,101+,37.5,101+,
251-300,201-250,Dalhousie University,Canada,53.8,101+,59.3,101+,82.7,101+,76.5,101+,39.6,101+,
251-300,301-330,Dublin City University,Ireland,62.4,101+,60.0,101+,67.8,101+,60.0,101+,45.7,101+,
251-300,301-330,"Essex, University of",United Kingdom,59.0,101+,44.1,101+,79.5,101+,74.5,101+,51.9,101+,
251-300,201-250,Flinders University,Australia,55.4,101+,41.4,101+,86.8,90=,78.4,101+,41.3,101+,
251-300,251-300,Florida International University,United States of America,52.2,101+,57.3,101+,81.1,101+,78.4,101+,42.3,101+,
251-300,301-330,Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,50.2,101+,56.0,101+,81.9,101+,72.2,101+,48.7,101+,
251-300,251-300,George Mason University,United States of America,55.3,101+,45.9,101+,84.6,101+,79.6,101+,39.1,101+,
251-300,201-250,Georgetown University,United States of America,53.3,101+,68.3,101+,81.3,101+,72.6,101+,27.5,101+,
251-300,201-250,Griffith University,Australia,54.6,101+,52.6,101+,82.1,101+,80.5,101+,36.7,101+,
251-300,,Hanyang University,Republic of Korea,61.9,101+,69.6,98,61.2,101+,60.6,101+,21.3,101+,
251-300,251-300,Johannes Gutenberg Universität Mainz,Germany,55.6,101+,41.5,101+,86.3,101+,77.2,101+,55.7,91,
251-300,251-300,King Abdulaziz University (KAU),Saudi Arabia,57.1,101+,62.0,101+,74.9,101+,68.4,101+,44.4,101+,
251-300,201-250,Linköping University,Sweden,49.9,101+,51.6,101+,91.2,17,78.4,101+,44.5,101+,
251-300,301-330,Middle East Technical University,Türkiye,60.3,101+,66.4,101+,67.7,101+,62.9,101+,33.5,101+,
251-300,301-330,Oxford Brookes University,United Kingdom,60.4,101+,75.6,56,59.3,101+,56.6,101+,35.8,101+,
251-300,201-250,Pontificia Universidad Católica del Perú,Peru,65.7,101+,77.1,45,44.2,101+,51.9,101+,44.5,101+,
